expiry,T,F,a,b,rho,m,sigma,rmse
2026-01-30,0.002251726980435058,694.0850068522767,3.005990469037611e-06,0.002980566457067338,-0.8999154961405607,0.0010472053479393599,0.018764131678097304,2.4589481216221074e-06
2026-02-02,0.01047090506262684,694.1500562391278,3.9567392403934666e-05,0.005493423823217406,-0.12937554740658952,0.013443082881219577,0.005784893710471921,1.680143178314169e-06
2026-02-03,0.0132106310900241,694.2201040711365,7.226083169518011e-05,0.004702723559253825,-0.550771812875769,0.01416474100623634,0.00534989666793862,1.9992073402769537e-06
2026-02-04,0.01595035711742136,694.3001713549575,0.00011678555923204335,0.004254208445088882,-0.9957094539562835,0.015227655676606092,0.005133969691585001,2.9392071466134454e-06
2026-02-05,0.018690083144818622,694.3752509969634,0.00013346190320171806,0.005717932207146676,-0.7097283171098938,0.018633338287952605,0.005755555912674154,3.4489251726086126e-06
2026-02-06,0.02142980917221588,694.5746738223793,0.00012276617562383794,0.008146510698035018,-0.432335423146928,0.02228661583507396,0.010239040532965475,3.7775712185843126e-06
2026-02-13,0.0406078913639967,695.1251818503658,1.6916912708623573e-05,0.016159407170179933,-0.20637365592233806,0.0292623853165101,0.02366174972310647,2.5345823870962505e-06
2026-02-20,0.05978597355577753,695.5590572583213,2.4118518710514904e-21,0.019140306096443755,-0.35668986271386904,0.029273122505211083,0.03232609562945737,1.7533236531917462e-05
2026-02-27,0.07896405574755834,696.0802264683105,7.185400385349031e-11,0.024261759588746653,-0.28789843108150126,0.03521203061722869,0.03633747349356872,6.058240784762211e-06
2026-03-06,0.09814213793933917,696.587058955867,1.7608844593057166e-05,0.0276584901295593,-0.3079250903898167,0.03817086756507434,0.04073578608764228,4.28381703213497e-06
2026-03-20,0.1364983023229008,696.8894611692816,1.4378223769050373e-18,0.034250864848674616,-0.4558094085656868,0.03613537272552475,0.05541473973145128,5.423635408426479e-05
2026-03-31,0.16663528862427066,389.81389310605647,5.3606775253305854e-15,0.05403227749071455,-1.5083469045574963e-10,-0.022076823208250683,0.0010000000000021639,0.031067686097018547
2026-04-17,0.21321063109002408,697.8135825271794,1.506533928690782e-19,0.04456475880710327,-0.5050706582125452,0.04181489807690843,0.07136796380875571,4.771727739167519e-05
2026-04-30,0.24882706944618846,698.6115550980857,7.180024961681324e-17,0.04807177832802745,-0.5389414051186235,0.04453988015026466,0.08078676041896876,5.148758036408652e-05
2026-05-15,0.2899229598571474,699.732235097232,2.9968628953366896e-15,0.052395275219299396,-0.5641309505054065,0.04822243220974727,0.090677606876396,7.251249953810762e-05
2026-05-29,0.32827912424070904,700.6930984259416,4.771012337083353e-20,0.056908417867291734,-0.5597521365372239,0.05082012814298131,0.0962673809718303,7.152187516798238e-05
2026-06-18,0.38307364478865424,701.718408694093,3.996181004675921e-15,0.06357225320115702,-0.5628309638284498,0.05538191741511158,0.10407418364473792,0.0001663432989976496
2026-06-30,0.41595035711742134,701.740734179001,1.58787916831152e-20,0.06688131127197781,-0.5441891191093178,0.05989766597228243,0.10503262794363184,0.00017105790925953427
2026-09-18,0.6351284393092023,706.4731417787364,3.4451563437472155e-23,0.08623462008412054,-0.5409009299941177,0.08515510218531791,0.13290822951780962,0.00035892481149479795
2026-09-30,0.6680051516379694,706.4902451268508,0.0061991420097592875,0.07013848573581843,-0.7526742165959501,0.07810074858755145,0.08847000658278423,0.0007013934029532221
2026-12-18,0.8844435078023529,710.7225584248055,1.3497684432738007e-21,0.10998261306310714,-0.37431883707002694,0.1291498540535298,0.1426186825248483,0.0004795108025480831
2026-12-31,0.9200599461585173,710.7906669517047,0.010282154663950363,0.08042571655321658,-0.6948857394421472,0.10917691715418663,0.08624506443034032,0.00011036536244829672
2027-01-15,0.9611558365694762,204.33754640166111,8.847652259002647e-13,0.03786870772980332,-0.9989978152008108,-0.033959928535299715,0.02914466162369909,8.626460786881537e-05
2027-03-19,1.1337585762955036,715.2031033547121,0.006862087898901093,0.11304110649931415,-0.37311027680017306,0.1541917276499141,0.11932700982994247,0.0005273313368124792
2027-06-17,1.3803339187612569,719.5848904018187,6.8804331050503e-14,0.15100325328608644,-0.15817681050156093,0.2104627463167825,0.15654291384612803,0.0010392154984215454
2027-12-17,1.8817037817749556,728.5175366527353,1.8411166236091414e-11,0.1884347666880106,-0.040437319060718575,0.28826021106787375,0.16511622208666432,0.0016073742930942491
2028-01-21,1.9775941927338596,729.403838133963,3.473437717906101e-16,0.19605480895839442,-3.384599299215319e-19,0.3102357866403044,0.16176072778463735,0.001641390932741134
2028-06-16,2.3803339187612576,737.4751711164743,0.048127297412464305,0.09701845444847328,-0.9989999999990244,0.1964084379620748,0.02889166400423007,0.0020442854839189104
2028-12-15,2.878964055747559,746.8778281175253,0.05939611450497301,0.10612525240855493,-0.9989990519886538,0.23797368931428223,0.0026169777926373164,0.002836592399827067
